mountain,mountainLabel,coordinates,elevation,rockMaterialLabel
http://www.wikidata.org/entity/Q11949095,Serrat de Torreblanca,Point(1.63639722 42.04930556),1076,алевролит
http://www.wikidata.org/entity/Q11949099,Serrat de Vallverdú,Point(1.65744444 41.81528611),764,известняк
http://www.wikidata.org/entity/Q11949099,Serrat de Vallverdú,Point(1.65744444 41.81528611),764,Мергель
http://www.wikidata.org/entity/Q11949099,Serrat de Vallverdú,Point(1.65744444 41.81528611),764,lutite
http://www.wikidata.org/entity/Q11949111,Serrat de l'Ascensió,Point(1.33590722 41.94484167),745,песчаник
http://www.wikidata.org/entity/Q11949111,Serrat de l'Ascensió,Point(1.33590722 41.94484167),745,известняк
http://www.wikidata.org/entity/Q11949111,Serrat de l'Ascensió,Point(1.33590722 41.94484167),745,Мергель
http://www.wikidata.org/entity/Q11949145,Serrat de la Bandera,Point(1.443374 42.016355),858,песчаник
http://www.wikidata.org/entity/Q11949145,Serrat de la Bandera,Point(1.443374 42.016355),858,Конгломерат
http://www.wikidata.org/entity/Q11949145,Serrat de la Bandera,Point(1.443374 42.016355),858,алевролит
http://www.wikidata.org/entity/Q11949172,Serrat de la Creu de la Contrella,Point(1.515025 42.03756667),860,песчаник
http://www.wikidata.org/entity/Q11949172,Serrat de la Creu de la Contrella,Point(1.515025 42.03756667),860,lutite
http://www.wikidata.org/entity/Q11949184,Serrat de la Fusta,Point(1.47804444 42.05115222),854,песчаник
http://www.wikidata.org/entity/Q11949184,Serrat de la Fusta,Point(1.47804444 42.05115222),854,lutite
http://www.wikidata.org/entity/Q11949191,Serrat de la Llosa,Point(1.76505556 42.07780556),1236,песчаник
http://www.wikidata.org/entity/Q11949191,Serrat de la Llosa,Point(1.76505556 42.07780556),1236,Мергель
http://www.wikidata.org/entity/Q11949191,Serrat de la Llosa,Point(1.76505556 42.07780556),1236,алевролит
http://www.wikidata.org/entity/Q11949215,Serrat de la Plana,Point(1.40059389 41.92308056),803,песчаник
http://www.wikidata.org/entity/Q11949215,Serrat de la Plana,Point(1.40059389 41.92308056),803,известняк
http://www.wikidata.org/entity/Q11949215,Serrat de la Plana,Point(1.40059389 41.92308056),803,Мергель
http://www.wikidata.org/entity/Q11949238,Serrat de la Talaia,Point(1.490071 42.001223),832,песчаник
http://www.wikidata.org/entity/Q11949238,Serrat de la Talaia,Point(1.490071 42.001223),832,lutite
http://www.wikidata.org/entity/Q11949306,Serrat del Castell,Point(1.51743944 42.05325278),994,гравий
http://www.wikidata.org/entity/Q11949307,Serrat del Castell,Point(2.22431667 41.85373333),701,песчаник
http://www.wikidata.org/entity/Q11949307,Serrat del Castell,Point(2.22431667 41.85373333),701,Конгломерат
http://www.wikidata.org/entity/Q11949314,Serrat del Colom (Castellcir),Point(2.17166389 41.77624722),851,песчаник
http://www.wikidata.org/entity/Q11949314,Serrat del Colom (Castellcir),Point(2.17166389 41.77624722),851,Мергель
http://www.wikidata.org/entity/Q11949314,Serrat del Colom (Castellcir),Point(2.17166389 41.77624722),851,Конгломерат
http://www.wikidata.org/entity/Q11949321,Serrat del Cucut,Point(1.42036944 42.02153889),689,песчаник
http://www.wikidata.org/entity/Q11949321,Serrat del Cucut,Point(1.42036944 42.02153889),689,Конгломерат
http://www.wikidata.org/entity/Q11949321,Serrat del Cucut,Point(1.42036944 42.02153889),689,алевролит
http://www.wikidata.org/entity/Q11949332,Serrat del Ginebre,Point(1.42788611 41.99562778),788,песчаник
http://www.wikidata.org/entity/Q11949332,Serrat del Ginebre,Point(1.42788611 41.99562778),788,Конгломерат
http://www.wikidata.org/entity/Q11949332,Serrat del Ginebre,Point(1.42788611 41.99562778),788,алевролит
http://www.wikidata.org/entity/Q11949339,Serrat del Llogari,Point(2.004093 41.75607),624,песчаник
http://www.wikidata.org/entity/Q11949339,Serrat del Llogari,Point(2.004093 41.75607),624,известняк
http://www.wikidata.org/entity/Q11941477,Pic de Montalt,Point(1.132836 42.750379),2496,известняк
http://www.wikidata.org/entity/Q11941477,Pic de Montalt,Point(1.132836 42.750379),2496,lutite
http://www.wikidata.org/entity/Q11941478,Pic de Monestero,Point(1.01880694 42.54682778),2877,гранит
http://www.wikidata.org/entity/Q11941482,pic de Morrano,Point(0.94357778 42.52455278),2813,гранит
http://www.wikidata.org/entity/Q11941484,Pic de Màniga,Point(1.328839 42.505735),2517,песчаник
http://www.wikidata.org/entity/Q11941484,Pic de Màniga,Point(1.328839 42.505735),2517,Конгломерат
http://www.wikidata.org/entity/Q11941484,Pic de Màniga,Point(1.328839 42.505735),2517,lutite
http://www.wikidata.org/entity/Q11941485,Pic de Munyidor,Point(0.79252778 42.56018611),2650,известняк
http://www.wikidata.org/entity/Q11941490,Pic de Núria,Point(2.1431 42.416707),2789,песчаник
http://www.wikidata.org/entity/Q11941490,Pic de Núria,Point(2.1431 42.416707),2789,lutite
http://www.wikidata.org/entity/Q11941491,Pic de Norís,Point(1.37566389 42.60410556),2828,аспидный сланец
http://www.wikidata.org/entity/Q11941491,Pic de Norís,Point(1.37566389 42.60410556),2828,Филлит
http://www.wikidata.org/entity/Q11941491,Pic de Norís,Point(1.37566389 42.60410556),2828,lutite
http://www.wikidata.org/entity/Q11941493,Pic de Perris,Point(1.93788889 42.11683333),1046,Конгломерат
http://www.wikidata.org/entity/Q11941496,Pic de Qüenca,Point(1.054304 42.699814),2639,мрамор
http://www.wikidata.org/entity/Q11941497,Pico de Rosario,Point(1.00847 42.6966),2608,leucogranite
http://www.wikidata.org/entity/Q11941498,Pic de Rosari de Baciver,Point(1.02085 42.70913333),2617,гранит
http://www.wikidata.org/entity/Q11941501,pic de Sarradé,Point(0.91172222 42.57827778),2942,гранит
http://www.wikidata.org/entity/Q11941502,Pic de Santa Magdalena,Point(0.95047278 42.24937222),812,песчаник
http://www.wikidata.org/entity/Q11941502,Pic de Santa Magdalena,Point(0.95047278 42.24937222),812,lutite
http://www.wikidata.org/entity/Q11941506,Pic de Sobremonestero,Point(0.99492222 42.54401111),2880,гранит
http://www.wikidata.org/entity/Q11941507,Pic de Serós,Point(0.98227222 42.62929167),263.2,гранит
http://www.wikidata.org/entity/Q11941508,Pic de Serra Plana,Point(1.22116944 42.64100278),2303.7,песчаник
http://www.wikidata.org/entity/Q11941508,Pic de Serra Plana,Point(1.22116944 42.64100278),2303.7,lutite
http://www.wikidata.org/entity/Q11941511,pic de Travessani,Point(0.89144167 42.61186667),2754,гранит
http://www.wikidata.org/entity/Q11941512,Pic de Tempestats,Point(0.662331 42.626524),3290,гранит
http://www.wikidata.org/entity/Q11941513,Pico de Ventolau,Point(1.190422 42.690651),2851,изделия из глины и керамики
http://www.wikidata.org/entity/Q11941513,Pico de Ventolau,Point(1.190422 42.690651),2851,lutite
http://www.wikidata.org/entity/Q11941515,Pic de Xemeneies,Point(1.006837 42.621734),2828,Гранодиорит
http://www.wikidata.org/entity/Q11941516,Pic de l'Espada,Point(0.971881 42.499185),2549,песчаник
http://www.wikidata.org/entity/Q11941516,Pic de l'Espada,Point(0.971881 42.499185),2549,lutite
http://www.wikidata.org/entity/Q11941524,Pic de l'Àliga,Point(2.16620278 42.39664444),2422,кристаллические сланцы
http://www.wikidata.org/entity/Q11941524,Pic de l'Àliga,Point(2.16620278 42.39664444),2422,мрамор
http://www.wikidata.org/entity/Q11941524,Pic de l'Àliga,Point(2.16620278 42.39664444),2422,гнейс
http://www.wikidata.org/entity/Q11941529,Pic de la Colilla,Point(1.62054444 42.465475),2836,Гранодиорит
http://www.wikidata.org/entity/Q11941529,Pic de la Colilla,Point(1.62278 42.4655),2836,Гранодиорит
http://www.wikidata.org/entity/Q11941533,Pic de la Mainera,Point(1.027159 42.52448),2909,Гранодиорит
http://www.wikidata.org/entity/Q11941534,Pic de la Gallina,Point(1.17614167 42.70114583),2757,песчаник
http://www.wikidata.org/entity/Q11941534,Pic de la Gallina,Point(1.17614167 42.70114583),2757,lutite
http://www.wikidata.org/entity/Q11941541,pic de la Pala Gespadera,Point(0.88195278 42.57258333),2876,Гранодиорит
http://www.wikidata.org/entity/Q11941542,Pic de la Plana,Point(1.036675 42.661582),2493,песчаник
http://www.wikidata.org/entity/Q11941542,Pic de la Plana,Point(1.036675 42.661582),2493,lutite
http://www.wikidata.org/entity/Q11941543,Pic de la Portelleta,Point(1.656561077 42.468205716),2905,Гранодиорит
http://www.wikidata.org/entity/Q11941546,pic de la Tallada Llarga,Point(0.90761944 42.60763611),2748,гранит
http://www.wikidata.org/entity/Q11941551,Pic del Coll de la Rimaya,Point(0.636712 42.647695),3265,гранит
http://www.wikidata.org/entity/Q11941553,Pic del Mig,Point(0.645658 42.638709),3346,гранит
http://www.wikidata.org/entity/Q11941554,pic del Portarró,Point(0.970147 42.583737),2734,Гранодиорит
http://www.wikidata.org/entity/Q11941559,pic del Racó,Point(0.91063889 42.57325),2875,гранит
http://www.wikidata.org/entity/Q11941560,Pic dels Corrals,Point(0.91166944 42.03690556),977,песчаник
http://www.wikidata.org/entity/Q11941560,Pic dels Corrals,Point(0.91166944 42.03690556),977,Калькаренит
http://www.wikidata.org/entity/Q11941567,Pic dels Vidals,Point(0.99796389 42.53460972),2904,гранит
http://www.wikidata.org/entity/Q11941568,Pica de Cerví,Point(0.879226097 42.452943179),2753,аспидный сланец
http://www.wikidata.org/entity/Q11941579,Pics de Comaltes,Point(0.873542 42.570735),2781,Гранодиорит
http://www.wikidata.org/entity/Q11941582,Pics de Comalespada,Point(0.877554 42.593623),2831,гранит
http://www.wikidata.org/entity/Q11941682,Pinós,Point(1.528941231 41.833588608),928,песчаник
http://www.wikidata.org/entity/Q11941682,Pinós,Point(1.528941231 41.833588608),928,Мергель
http://www.wikidata.org/entity/Q11941682,Pinós,Point(1.528941231 41.833588608),928,алевролит
http://www.wikidata.org/entity/Q11941694,Piquet de Guerossos,Point(1.27429167 42.70454167),2583,песчаник
http://www.wikidata.org/entity/Q11941694,Piquet de Guerossos,Point(1.27429167 42.70454167),2583,lutite
http://www.wikidata.org/entity/Q11941814,Pla de la Bassa,Point(2.00391 42.3422),2028.3,песчаник
http://www.wikidata.org/entity/Q11941814,Pla de la Bassa,Point(2.00391 42.3422),2028.3,lutite
http://www.wikidata.org/entity/Q11941835,Pla de les Bruixes,Point(1.86858333 41.57994444),396,песчаник
http://www.wikidata.org/entity/Q11941835,Pla de les Bruixes,Point(1.86858333 41.57994444),396,глина
http://www.wikidata.org/entity/Q11941835,Pla de les Bruixes,Point(1.86858333 41.57994444),396,алевролит
http://www.wikidata.org/entity/Q11942560,Prat d'Estaques,Point(1.53076389 42.09377222),1326,Конгломерат
http://www.wikidata.org/entity/Q11942729,Primer Pic Occidental de la Maladeta,Point(0.632572 42.650234),3284,гранит
http://www.wikidata.org/entity/Q11943304,Pui Pla,Point(1.00639 42.5956),2831,Гранодиорит
http://www.wikidata.org/entity/Q11915835,Costa de Sant Julià,Point(1.18345917 41.91158056),421,песчаник
http://www.wikidata.org/entity/Q11915835,Costa de Sant Julià,Point(1.18345917 41.91158056),421,Мергель
http://www.wikidata.org/entity/Q11916045,crestell del Montanyó,Point(0.916808 42.523253),2706,метаморфическая горная порода
http://www.wikidata.org/entity/Q11916047,crestes Barrades,Point(0.89538611 42.57776667),2975,гранит
http://www.wikidata.org/entity/Q11916375,Les Càrcoles,Point(0.679571 41.035922),425,доломит
http://www.wikidata.org/entity/Q11916901,Q11916901,Point(0.624163 42.654093),3136,Granit
http://www.wikidata.org/entity/Q11918199,El Cabalot,Point(1.40138889 41.79782222),468,гипс
http://www.wikidata.org/entity/Q11918199,El Cabalot,Point(1.40138889 41.79782222),468,Мергель
http://www.wikidata.org/entity/Q11918202,El Calderer,Point(1.70677778 42.23913889),2497,известняк
http://www.wikidata.org/entity/Q11918217,El Capolat,Point(1.62574722 42.10832222),1358,Конгломерат
http://www.wikidata.org/entity/Q11918218,El Capolatell,Point(1.620623 42.107502),1316,Конгломерат
http://www.wikidata.org/entity/Q11918224,El Castell,Point(1.60109278 42.11600278),976,Конгломерат
http://www.wikidata.org/entity/Q11918229,El Castell de Rus,Point(0.924062 42.491639),2776,песчаник
http://www.wikidata.org/entity/Q11918229,El Castell de Rus,Point(0.924062 42.491639),2776,lutite
http://www.wikidata.org/entity/Q11918230,El Castellar Gran,Point(2.98157778 42.415575),532,гранит
http://www.wikidata.org/entity/Q11918231,El Castell dels Lladres,Point(1.78571694 42.47726111),2542,Гранодиорит
http://www.wikidata.org/entity/Q11918233,El Castellar Petit,Point(2.982581 42.418951),530,аспидный сланец
http://www.wikidata.org/entity/Q11918233,El Castellar Petit,Point(2.982581 42.418951),530,роговик
http://www.wikidata.org/entity/Q11918236,El Castellot,Point(1.58525 41.44275),793.1,известняк
http://www.wikidata.org/entity/Q11918236,El Castellot,Point(1.58525 41.44275),793.1,доломит
http://www.wikidata.org/entity/Q11918241,El Catarro,Point(1.68983889 41.60259722),497,известняк
http://www.wikidata.org/entity/Q11918259,el Codó,Point(0.914596 42.301519),1327,Конгломерат
http://www.wikidata.org/entity/Q11918262,El Cogulló,Point(1.44590278 42.08823889),904,песчаник
http://www.wikidata.org/entity/Q11918262,El Cogulló,Point(1.44590278 42.08823889),904,известняк
http://www.wikidata.org/entity/Q11918262,El Cogulló,Point(1.44590278 42.08823889),904,Мергель
http://www.wikidata.org/entity/Q11918263,el Cogulló,Point(1.039182 41.998183),1002,известняк
http://www.wikidata.org/entity/Q11918263,el Cogulló,Point(1.039182 41.998183),1002,Брекчия
http://www.wikidata.org/entity/Q11918263,el Cogulló,Point(1.039182 41.998183),1002,доломит
http://www.wikidata.org/entity/Q11918282,El Coscoll,Point(0.85549167 41.945675),696,известняк
http://www.wikidata.org/entity/Q11918282,El Coscoll,Point(0.85549167 41.945675),696,lutite
http://www.wikidata.org/entity/Q11918282,El Coscoll,Point(0.85549167 41.945675),696,Калькаренит
http://www.wikidata.org/entity/Q11918283,el Coscoller,Point(1.35435 42.127821),1299,Конгломерат
http://www.wikidata.org/entity/Q11918305,El Faro d'Erill,Point(0.80129889 42.52244722),2061.6,известняк
http://www.wikidata.org/entity/Q11918314,El Ferran,Point(2.57246111 42.29487778),985,известняк
http://www.wikidata.org/entity/Q11918314,El Ferran,Point(2.57246111 42.29487778),985,доломит
http://www.wikidata.org/entity/Q11918317,El Fitó,Point(1.75945278 41.22158611),56.2,известняк
http://www.wikidata.org/entity/Q11918355,El Juí del Moro,Point(1.682625 41.22186389),84.4,известняк
http://www.wikidata.org/entity/Q11918397,El Mirador,Point(1.26978611 41.65693889),524,песчаник
http://www.wikidata.org/entity/Q11918397,El Mirador,Point(1.26978611 41.65693889),524,известняк
http://www.wikidata.org/entity/Q11918397,El Mirador,Point(1.26978611 41.65693889),524,Мергель
http://www.wikidata.org/entity/Q11918407,El Montclar,Point(2.956192654 41.788662276),401,leucogranite
http://www.wikidata.org/entity/Q11918408,El Morinyol,Point(1.51653056 41.64649444),577,песчаник
http://www.wikidata.org/entity/Q11918408,El Morinyol,Point(1.51653056 41.64649444),577,Конгломерат
http://www.wikidata.org/entity/Q11918408,El Morinyol,Point(1.51653056 41.64649444),577,lutite
http://www.wikidata.org/entity/Q11918409,El Montori,Point(3.028288 42.025734),82,базальт
http://www.wikidata.org/entity/Q11918410,El Moro,Point(1.81573333 41.60351667),1206,Конгломерат
http://www.wikidata.org/entity/Q11918422,el Pa de Sucre,Point(0.84643889 42.61354722),2863,гранит
http://www.wikidata.org/entity/Q11918422,el Pa de Sucre,Point(0.84643889 42.61354722),2863,порфир
http://www.wikidata.org/entity/Q11918425,El Parany,Point(2.31330556 41.74977778),1151.9,песчаник
http://www.wikidata.org/entity/Q11918425,El Parany,Point(2.31330556 41.74977778),1151.9,глина
http://www.wikidata.org/entity/Q11918433,El Pedró (Cercs),Point(1.77880556 42.14727778),2080,известняк
http://www.wikidata.org/entity/Q11918434,El Pedró,Point(1.36494444 42.14205278),1448,известняк
http://www.wikidata.org/entity/Q11918434,El Pedró,Point(1.36494444 42.14205278),1448,Мергель
http://www.wikidata.org/entity/Q11918441,El Perdigó,Point(1.58740278 41.8109),766,известняк
http://www.wikidata.org/entity/Q11918441,El Perdigó,Point(1.58740278 41.8109),766,Мергель
http://www.wikidata.org/entity/Q11918441,El Perdigó,Point(1.58740278 41.8109),766,lutite
http://www.wikidata.org/entity/Q11918482,El Puig,Point(1.35038639 41.66936),653,песчаник
http://www.wikidata.org/entity/Q11918482,El Puig,Point(1.35038639 41.66936),653,известняк
http://www.wikidata.org/entity/Q11918482,El Puig,Point(1.35038639 41.66936),653,Мергель
http://www.wikidata.org/entity/Q11949369,Serrat del Puit,Point(1.44156111 41.95697778),885,песчаник
http://www.wikidata.org/entity/Q11949369,Serrat del Puit,Point(1.44156111 41.95697778),885,Конгломерат
http://www.wikidata.org/entity/Q11949369,Serrat del Puit,Point(1.44156111 41.95697778),885,алевролит
http://www.wikidata.org/entity/Q11949371,Serrat del Rector,Point(1.45705833 42.05695),794,песчаник
http://www.wikidata.org/entity/Q11949371,Serrat del Rector,Point(1.45705833 42.05695),794,lutite
http://www.wikidata.org/entity/Q11949392,Serrat del Villaró,Point(1.59596 42.0034),674,песчаник
http://www.wikidata.org/entity/Q11949392,Serrat del Villaró,Point(1.59596 42.0034),674,известняк
http://www.wikidata.org/entity/Q11949392,Serrat del Villaró,Point(1.59596 42.0034),674,Мергель
http://www.wikidata.org/entity/Q11949412,Serrat dels Moros,Point(1.41715972 41.97593611),709,песчаник
http://www.wikidata.org/entity/Q11949412,Serrat dels Moros,Point(1.41715972 41.97593611),709,Конгломерат
http://www.wikidata.org/entity/Q11949412,Serrat dels Moros,Point(1.41715972 41.97593611),709,алевролит
http://www.wikidata.org/entity/Q11949436,Serrat dels Xopers,Point(1.33603361 41.93197222),703,песчаник
http://www.wikidata.org/entity/Q11949436,Serrat dels Xopers,Point(1.33603361 41.93197222),703,известняк
http://www.wikidata.org/entity/Q11949436,Serrat dels Xopers,Point(1.33603361 41.93197222),703,Мергель
http://www.wikidata.org/entity/Q11949440,Serratalt,Point(1.4278 42.004),828,песчаник
http://www.wikidata.org/entity/Q11949440,Serratalt,Point(1.4278 42.004),828,Конгломерат
http://www.wikidata.org/entity/Q11949440,Serratalt,Point(1.4278 42.004),828,алевролит
http://www.wikidata.org/entity/Q11949499,Setcomelles,Point(1.18519472 42.17499167),1518,известняк
http://www.wikidata.org/entity/Q11949980,Sobirans,Point(1.46177778 42.11009722),1134,песчаник
http://www.wikidata.org/entity/Q11949980,Sobirans,Point(1.46177778 42.11009722),1134,Конгломерат
http://www.wikidata.org/entity/Q11949980,Sobirans,Point(1.46177778 42.11009722),1134,lutite
http://www.wikidata.org/entity/Q11950138,Solà de Mont-rebei,Point(0.71225 42.108925),689,песчаник
http://www.wikidata.org/entity/Q11950138,Solà de Mont-rebei,Point(0.71225 42.108925),689,Конгломерат
http://www.wikidata.org/entity/Q11950138,Solà de Mont-rebei,Point(0.71225 42.108925),689,lutite
http://www.wikidata.org/entity/Q11950850,Tambors de Rof,Point(1.35199222 42.07338889),970,песчаник
http://www.wikidata.org/entity/Q11950850,Tambors de Rof,Point(1.35199222 42.07338889),970,глина
http://www.wikidata.org/entity/Q11950850,Tambors de Rof,Point(1.35199222 42.07338889),970,Конгломерат
http://www.wikidata.org/entity/Q11951567,Tercer Pic Occidental de la Maladeta,Point(0.62765 42.65308),3185,гранит
http://www.wikidata.org/entity/Q11952583,Torreta de l'Orri,Point(1.215207126 42.408220028),2436,песчаник
http://www.wikidata.org/entity/Q11952583,Torreta de l'Orri,Point(1.215207126 42.408220028),2436,lutite
http://www.wikidata.org/entity/Q11952584,torreta de Montsià,Point(0.530331521 40.613641044),763,известняк
http://www.wikidata.org/entity/Q11952584,torreta de Montsià,Point(0.530331521 40.613641044),763,Мергель
http://www.wikidata.org/entity/Q11952585,Torreta dels Quatre Batlles,Point(0.76892778 41.85164056),616,Конгломерат
http://www.wikidata.org/entity/Q11952585,Torreta dels Quatre Batlles,Point(0.76892778 41.85164056),616,lutite
http://www.wikidata.org/entity/Q11952595,Tossa d'Espinau,Point(2.69285 42.273432),1087,песчаник
http://www.wikidata.org/entity/Q11952595,Tossa d'Espinau,Point(2.69285 42.273432),1087,известняк
http://www.wikidata.org/entity/Q11952596,Tosagrosa,Point(1.370483076 41.253446969),387,известняк
http://www.wikidata.org/entity/Q11952596,Tosagrosa,Point(1.370483076 41.253446969),387,доломит
http://www.wikidata.org/entity/Q11952597,Tossa Pelada,Point(1.5225 42.19055556),2379,известняк
http://www.wikidata.org/entity/Q11952601,Tossa del Pas dels Lladres,Point(2.08947222 42.37369444),2661.3,кристаллические сланцы
http://www.wikidata.org/entity/Q11952601,Tossa del Pas dels Lladres,Point(2.08947222 42.37369444),2661.3,мрамор
http://www.wikidata.org/entity/Q11952601,Tossa del Pas dels Lladres,Point(2.08947222 42.37369444),2661.3,гнейс
http://www.wikidata.org/entity/Q11952603,Tossal Alt,Point(1.356025 42.03832222),671,песчаник
http://www.wikidata.org/entity/Q11952603,Tossal Alt,Point(1.356025 42.03832222),671,Конгломерат
http://www.wikidata.org/entity/Q11952603,Tossal Alt,Point(1.356025 42.03832222),671,lutite
http://www.wikidata.org/entity/Q11952606,Tossal Bovinar,Point(1.631675 42.462752),2842,Гранодиорит
http://www.wikidata.org/entity/Q11952607,tossal Esbonllat,Point(0.94638889 42.57983333),2637,гранит
http://www.wikidata.org/entity/Q11952612,Tossal Esbonllat,Point(0.84730556 42.60693056),2601,гранит
http://www.wikidata.org/entity/Q11952614,Tossal Gran,Point(1.34454722 41.75278056),617,песчаник
http://www.wikidata.org/entity/Q11952614,Tossal Gran,Point(1.34454722 41.75278056),617,известняк
http://www.wikidata.org/entity/Q11952614,Tossal Gran,Point(1.34454722 41.75278056),617,Мергель
http://www.wikidata.org/entity/Q11952626,Tossal Llarg,Point(1.34894167 41.75107528),626,песчаник
http://www.wikidata.org/entity/Q11952626,Tossal Llarg,Point(1.34894167 41.75107528),626,известняк
http://www.wikidata.org/entity/Q11952626,Tossal Llarg,Point(1.34894167 41.75107528),626,Мергель
http://www.wikidata.org/entity/Q11952628,Tossal Llarg,Point(1.20384167 41.678575),481,известняк
http://www.wikidata.org/entity/Q11952633,Tossal Pla,Point(1.70919444 42.10733333),1134,песчаник
http://www.wikidata.org/entity/Q11952633,Tossal Pla,Point(1.70919444 42.10733333),1134,Конгломерат
http://www.wikidata.org/entity/Q11952633,Tossal Pla,Point(1.70919444 42.10733333),1134,lutite
http://www.wikidata.org/entity/Q11952637,Tossal Petit,Point(1.42638611 41.701355),742,песчаник
http://www.wikidata.org/entity/Q11952637,Tossal Petit,Point(1.42638611 41.701355),742,известняк
http://www.wikidata.org/entity/Q11952637,Tossal Petit,Point(1.42638611 41.701355),742,Мергель
http://www.wikidata.org/entity/Q11918490,El Puig Cúgol,Point(1.71247222 41.44186111),355.9,Конгломерат
http://www.wikidata.org/entity/Q11918496,el Pujol,Point(2.02752778 41.61105556),617.3,песчаник
http://www.wikidata.org/entity/Q11918496,el Pujol,Point(2.02752778 41.61105556),617.3,глина
http://www.wikidata.org/entity/Q11918511,El Rastell,Point(0.389306 40.7661),528,доломит
http://www.wikidata.org/entity/Q11918567,El Seriol,Point(1.44368056 41.92216111),878,песчаник
http://www.wikidata.org/entity/Q11918567,El Seriol,Point(1.44368056 41.92216111),878,известняк
http://www.wikidata.org/entity/Q11918567,El Seriol,Point(1.44368056 41.92216111),878,Мергель
http://www.wikidata.org/entity/Q11918575,El Serrat Alt,Point(1.47732222 41.97343056),935,песчаник
http://www.wikidata.org/entity/Q11918575,El Serrat Alt,Point(1.47732222 41.97343056),935,Конгломерат
http://www.wikidata.org/entity/Q11918575,El Serrat Alt,Point(1.47732222 41.97343056),935,lutite
http://www.wikidata.org/entity/Q11918578,El Siscar,Point(1.12480556 41.81294444),402,песчаник
http://www.wikidata.org/entity/Q11918578,El Siscar,Point(1.12480556 41.81294444),402,Конгломерат
http://www.wikidata.org/entity/Q11918578,El Siscar,Point(1.12480556 41.81294444),402,lutite
http://www.wikidata.org/entity/Q11918596,El Talló,Point(1.82366944 41.67850833),442.6,песчаник
http://www.wikidata.org/entity/Q11918596,El Talló,Point(1.82366944 41.67850833),442.6,известняк
http://www.wikidata.org/entity/Q11918597,El Talaiador,Point(1.72486389 42.07034167),1323,Конгломерат
http://www.wikidata.org/entity/Q11918601,El Telègraf,Point(2.250414 41.540528),200.6,аспидный сланец
http://www.wikidata.org/entity/Q11918606,El Torn,Point(0.883354759 40.965746141),152,доломит
http://www.wikidata.org/entity/Q11918619,El Tossal (Peramola),Point(1.27101944 42.09808333),1018,Конгломерат
http://www.wikidata.org/entity/Q11918620,El Tossal,Point(1.720193 42.152075),1551,доломит
http://www.wikidata.org/entity/Q11918621,El Tossal,Point(0.91508333 41.26451944),622.3,песчаник
http://www.wikidata.org/entity/Q11918621,El Tossal,Point(0.91508333 41.26451944),622.3,аспидный сланец
http://www.wikidata.org/entity/Q11918622,El Tossal,Point(1.60476111 41.87966944),714,песчаник
http://www.wikidata.org/entity/Q11918622,El Tossal,Point(1.60476111 41.87966944),714,lutite
http://www.wikidata.org/entity/Q11918626,El Tossal,Point(1.31629 41.9423),747,песчаник
http://www.wikidata.org/entity/Q11918626,El Tossal,Point(1.31629 41.9423),747,Мергель
http://www.wikidata.org/entity/Q11918626,El Tossal,Point(1.31629 41.9423),747,алевролит
http://www.wikidata.org/entity/Q11918628,El Tossal,Point(1.12879722 41.23231944),504,метаморфическая горная порода
http://www.wikidata.org/entity/Q11918637,El Trompo,Point(2.04443056 41.76541667),676,песчаник
http://www.wikidata.org/entity/Q11918637,El Trompo,Point(2.04443056 41.76541667),676,известняк
http://www.wikidata.org/entity/Q11918638,El Trencabarrals,Point(1.82743056 41.59114722),1016,Конгломерат
http://www.wikidata.org/entity/Q11918919,Els Altars,Point(1.01726639 42.44438611),2417,известняк
http://www.wikidata.org/entity/Q11918919,Els Altars,Point(1.01726639 42.44438611),2417,аспидный сланец
http://www.wikidata.org/entity/Q11918926,els Bessons,Point(0.847132154 41.466560739),593,песчаник
http://www.wikidata.org/entity/Q11918926,els Bessons,Point(0.847132154 41.466560739),593,lutite
http://www.wikidata.org/entity/Q11918952,Els Copets,Point(1.38847 42.0027),721,песчаник
http://www.wikidata.org/entity/Q11918952,Els Copets,Point(1.38847 42.0027),721,Конгломерат
http://www.wikidata.org/entity/Q11918952,Els Copets,Point(1.38847 42.0027),721,алевролит
http://www.wikidata.org/entity/Q11918974,Els Figuerals,Point(2.28183333 41.51390278),413,Гранодиорит
http://www.wikidata.org/entity/Q11919018,Els Orriets,Point(1.5566 42.15921389),2146,известняк
http://www.wikidata.org/entity/Q11919029,els Picons,Point(0.641572525 41.92583683),951,песчаник
http://www.wikidata.org/entity/Q11919029,els Picons,Point(0.641572525 41.92583683),951,известняк
http://www.wikidata.org/entity/Q11919029,els Picons,Point(0.641572525 41.92583683),951,Калькаренит
http://www.wikidata.org/entity/Q11919082,Els Tres Tossals,Point(1.72915278 41.84559722),457,песчаник
http://www.wikidata.org/entity/Q11919082,Els Tres Tossals,Point(1.72915278 41.84559722),457,lutite
http://www.wikidata.org/entity/Q11920489,Escòrnacrabes,Point(0.98653889 42.68391556),2613,Гранодиорит
http://www.wikidata.org/entity/Q11921502,Faig Rodó,Point(2.57819444 42.11433333),1020,песчаник
http://www.wikidata.org/entity/Q11921502,Faig Rodó,Point(2.57819444 42.11433333),1020,Мергель
http://www.wikidata.org/entity/Q11921502,Faig Rodó,Point(2.57819444 42.11433333),1020,Конгломерат
http://www.wikidata.org/entity/Q11922140,Fita Alta,Point(1.04400278 42.44306667),1978,известняк
http://www.wikidata.org/entity/Q11922140,Fita Alta,Point(1.04400278 42.44306667),1978,аспидный сланец
