mountain,mountainLabel,coordinates,elevation,rockMaterialLabel
http://www.wikidata.org/entity/Q3576334,East Zway,Point(38.933333 7.95),1889,базальт
http://www.wikidata.org/entity/Q3594296,Styria Mount Rinka,Point(14.5675 46.3669),2374,известняк
http://www.wikidata.org/entity/Q3594308,Štruca,Point(14.5525 46.36305556),2457,известняк
http://www.wikidata.org/entity/Q3594409,Żabi Koń,Point(20.07977 49.1788),2291,гранит
http://www.wikidata.org/entity/Q3594409,Żabi Koń,Point(20.08 49.178888888),2291,гранит
http://www.wikidata.org/entity/Q3629166,Kalsubai,Point(73.7 19.583333333),1646,базальт
http://www.wikidata.org/entity/Q3629166,Kalsubai,Point(73.7 19.583333333),1646,Латерит
http://www.wikidata.org/entity/Q3437550,Roche Écrite,Point(55.4608 -21.0147),2276,вулканические горные породы
http://www.wikidata.org/entity/Q3437599,Rocher aux Oiseaux,Point(0.9175 46.0133),368,гранит
http://www.wikidata.org/entity/Q3437624,Rochers d'Entreconque,Point(4.82583 43.7281),151,известняк
http://www.wikidata.org/entity/Q3437632,La Pène chain,Point(4.7775 43.7061),58,известняк
http://www.wikidata.org/entity/Q3442813,Rossberg,Point(7.00944 47.8208),1191,граувакка
http://www.wikidata.org/entity/Q3442815,Le Rossberg,Point(7.0847 48.17803),1130,гранит
http://www.wikidata.org/entity/Q3442970,Rothenbachkopf,Point(6.98111111 48.00027778),1315,глинистый сланец
http://www.wikidata.org/entity/Q3442970,Rothenbachkopf,Point(6.98111111 48.00027778),1315,граувакка
http://www.wikidata.org/entity/Q3443063,Roualle,Point(6.50255 45.90075),2435,осадочная горная порода
http://www.wikidata.org/entity/Q3443063,Roualle,Point(6.50255 45.90075),2589,осадочная горная порода
http://www.wikidata.org/entity/Q3443063,Roualle,Point(6.50277778 45.90083333),2435,осадочная горная порода
http://www.wikidata.org/entity/Q3443063,Roualle,Point(6.50277778 45.90083333),2589,осадочная горная порода
http://www.wikidata.org/entity/Q2755688,Q2755688,Point(-16.789076738 65.719749775),592,базальт
http://www.wikidata.org/entity/Q2755688,Q2755688,Point(-16.79277778 65.72083333),592,базальт
http://www.wikidata.org/entity/Q2782043,Grand Som,Point(5.81194 45.3706),2026,известняк
http://www.wikidata.org/entity/Q2827325,Агуас-Кальентес (вулкан),Point(-67.685 -23.368333333),5924,андезит
http://www.wikidata.org/entity/Q2827874,Aiguille de Chalais,Point(5.66055556 45.29388889),1089,известняк
http://www.wikidata.org/entity/Q2827875,Aiguille de Borderan,Point(6.47777778 45.88638889),2492,осадочная горная порода
http://www.wikidata.org/entity/Q2827878,Aiguille de Quaix,Point(5.72 45.26694444),1143,известняк
http://www.wikidata.org/entity/Q2827885,Aiguille de la Vanoise,Point(6.779166666 45.394722222),2797,мрамор
http://www.wikidata.org/entity/Q2827892,Aiguille du Fruit,Point(6.631944 45.355),3048,известняк
http://www.wikidata.org/entity/Q2828822,Aitz Txiki,Point(-2.627927777 43.118522222),791,известняк
http://www.wikidata.org/entity/Q2828834,Айскорри,Point(-2.3253425 42.9513544),1523,известняк
http://www.wikidata.org/entity/Q2838723,Alluitz,Point(-2.638961111 43.171363888),1034,известняк
http://www.wikidata.org/entity/Q2854575,Wayang-Windu,Point(107.63 -7.208),2182,андезит
http://www.wikidata.org/entity/Q2854860,Вулкан Перетолчина,Point(99.034722222 52.719166666),2044,базальт
http://www.wikidata.org/entity/Q2854860,Вулкан Перетолчина,Point(99.034722222 52.719166666),2050,базальт
http://www.wikidata.org/entity/Q2859683,Arbizon,Point(0.2725 42.87555556),2831,известняк
http://www.wikidata.org/entity/Q3647391,Jabal Arkanu,Point(24.7375 22.208888888),1435,гранит
http://www.wikidata.org/entity/Q2928813,Бутаджири-Силти,Point(38.358333333 8.05),2281,базальт
http://www.wikidata.org/entity/Q3219870,Lavínový štít,Point(20.130555555 49.167222222),2606,гранит
http://www.wikidata.org/entity/Q3221172,Le Cheval Blanc,Point(6.87278 46.0519),2830,осадочная горная порода
http://www.wikidata.org/entity/Q3221172,Le Cheval Blanc,Point(6.87278 46.0519),2831,осадочная горная порода
http://www.wikidata.org/entity/Q3223341,Le Grand Taureau,Point(6.43 46.9147),1323,осадочная горная порода
http://www.wikidata.org/entity/Q3224959,Ле-Моль,Point(6.455 46.10666667),1863,осадочная горная порода
http://www.wikidata.org/entity/Q3227441,Le Suchet,Point(6.46611111 46.77236111),1588,осадочная горная порода
http://www.wikidata.org/entity/Q3227523,Le Tanet,Point(7.05194 48.0833),1292,гранит
http://www.wikidata.org/entity/Q3228814,Ledinski vrh,Point(14.56 46.3744),2108,известняк
http://www.wikidata.org/entity/Q3236007,Les Valadous,Point(4.05917 44.6558),1548,гранит
http://www.wikidata.org/entity/Q3237117,Leungane,Point(-2.694444 43.146389),1009,известняк
http://www.wikidata.org/entity/Q3238130,Licto volcanic field,Point(-78.613 -1.78),3336,андезит
http://www.wikidata.org/entity/Q3259043,Long Mountain,Point(-72.4831 42.305),920,магматические горные породы
http://www.wikidata.org/entity/Q3268230,Lučka Baba,Point(14.6236 46.3581),2244,известняк
http://www.wikidata.org/entity/Q3268231,Lučki Dedec,Point(14.6381 46.3522),2023,известняк
http://www.wikidata.org/entity/Q3273421,Ma Alalta,Point(40.1844 13.0125),1815,трахит
http://www.wikidata.org/entity/Q3273421,Ma Alalta,Point(40.185 13.013),1815,трахит
http://www.wikidata.org/entity/Q3281124,Mala Rinka,Point(14.56926 46.3658223),2289,известняк
http://www.wikidata.org/entity/Q3282258,Malmont,Point(6.46 43.55916667),551,осадочная горная порода
http://www.wikidata.org/entity/Q3284720,Niżnie Rysy,Point(20.088333333 49.183888888),2430,гранит
http://www.wikidata.org/entity/Q3285392,Manda Gargori,Point(41.483 11.75),400,базальт
http://www.wikidata.org/entity/Q3285396,Manda Hararo,Point(40.81666667 12.16666667),600,базальт
http://www.wikidata.org/entity/Q3285402,Manda-Inakir,Point(42.333333333 12.633333333),600,базальт
http://www.wikidata.org/entity/Q3285978,Manitook Mountain,Point(-72.775833333 41.995),638,магматические горные породы
http://www.wikidata.org/entity/Q3297651,Q3297651,Point(3.7306 43.48),236,известняк
http://www.wikidata.org/entity/Q3297666,Massif des Montagnes Noires,Point(-72.25 19.0833),1793,осадочная горная порода
http://www.wikidata.org/entity/Q3297679,Q3297679,Point(5.551264 43.342177),731,известняк
http://www.wikidata.org/entity/Q3300184,Maunaiki,Point(-155.352 19.348),912,базальт
http://www.wikidata.org/entity/Q3303117,Mazerin,Point(55.5598 -21.0731),2065,вулканические горные породы
http://www.wikidata.org/entity/Q3303117,Mazerin,Point(55.5598 -21.0731),2092,вулканические горные породы
http://www.wikidata.org/entity/Q3303117,Mazerin,Point(55.559097 -21.072639),2065,вулканические горные породы
http://www.wikidata.org/entity/Q3303117,Mazerin,Point(55.559097 -21.072639),2092,вулканические горные породы
http://www.wikidata.org/entity/Q3303392,Maïdo,Point(55.387778 -21.068889),2205,вулканические горные породы
http://www.wikidata.org/entity/Q3305823,Menez Lokorn,Point(-4.18194 48.0992),289,песчаник
http://www.wikidata.org/entity/Q3306298,Tseax Cone,Point(-128.899 55.1108),610,базальт
http://www.wikidata.org/entity/Q3307610,Sierra de la Culebra,Point(-7.0038 41.9151),1076,аспидный сланец
http://www.wikidata.org/entity/Q3307610,Sierra de la Culebra,Point(-7.0038 41.9151),1243,аспидный сланец
http://www.wikidata.org/entity/Q3307610,Sierra de la Culebra,Point(-6.33361111 41.89833333),1076,аспидный сланец
http://www.wikidata.org/entity/Q3307610,Sierra de la Culebra,Point(-6.33361111 41.89833333),1243,аспидный сланец
http://www.wikidata.org/entity/Q3313744,Mikir Hills,Point(93.5 26.16666667),1360,метаморфическая горная порода
http://www.wikidata.org/entity/Q3315716,Miotte,Point(6.875 47.6481),459,метаморфическая горная порода
http://www.wikidata.org/entity/Q3317565,Moanbane,Point(-6.457968 53.102836),703,гранит
http://www.wikidata.org/entity/Q3321642,Адамс (подводный вулкан),Point(-129.266666666 -25.366666666),-39,базальт
http://www.wikidata.org/entity/Q3321653,Mount Albert,Point(-66.1949 48.9214),1151,Серпентин
http://www.wikidata.org/entity/Q3321659,Alexander Mountain,Point(35.1644444 32.5136111),527,осадочная горная порода
http://www.wikidata.org/entity/Q3321660,Mont Aorai,Point(-149.5 -17.616666666),2066,вулканические горные породы
http://www.wikidata.org/entity/Q3321660,Mont Aorai,Point(-149.495103 -17.614313),2066,вулканические горные породы
http://www.wikidata.org/entity/Q3321687,Mont Bayard,Point(5.8778 46.3919),907,Мергель
http://www.wikidata.org/entity/Q3321687,Mont Bayard,Point(5.8813 46.3941),907,Мергель
http://www.wikidata.org/entity/Q3321706,Mont Bouquet,Point(4.28583 44.1328),629,известняк
http://www.wikidata.org/entity/Q3321711,Monte Brunette,Point(12.8 42.883333333),1429,известняк
http://www.wikidata.org/entity/Q3321711,Monte Brunette,Point(12.804 42.885),1429,известняк
http://www.wikidata.org/entity/Q3321714,Mont Béas,Point(1.36165966 42.807620745),1903,известняк
http://www.wikidata.org/entity/Q3321720,Mont Buet,Point(6.8525 46.025),3096,осадочная горная порода
http://www.wikidata.org/entity/Q3321729,Q3321729,Point(-1.46667 49.2881),130,песчаник
http://www.wikidata.org/entity/Q3321730,Mont Caume,Point(5.90861 43.1844),804,известняк
http://www.wikidata.org/entity/Q3321736,Q3321736,Point(5.845 46.3636),911,известняк
http://www.wikidata.org/entity/Q3321741,Mont Charvin,Point(6.42027778 45.8025),2409,осадочная горная порода
http://www.wikidata.org/entity/Q3321753,Mont Châteleu,Point(6.57516 46.9899),1301,осадочная горная порода
http://www.wikidata.org/entity/Q3321776,Korydallós,Point(23.619 37.997),469,известняк
http://www.wikidata.org/entity/Q3321779,Mont Coudon,Point(6.0083 43.1603),702,известняк
http://www.wikidata.org/entity/Q3321787,Monte Cucco,Point(12.745769 43.368224),1566,известняк
http://www.wikidata.org/entity/Q2877938,Babors,Point(5.466666666 36.55),2004,гранит
http://www.wikidata.org/entity/Q2881455,Q2881455,Point(4.97722222 43.71833333),427,известняк
http://www.wikidata.org/entity/Q2883619,baou de Saint-Jeannet,Point(7.138056 43.750556),802,известняк
http://www.wikidata.org/entity/Q2883620,baou des Quatre Oures,Point(5.89388889 43.16388889),576,известняк
http://www.wikidata.org/entity/Q2884413,Bare Mountain,Point(-72.5314 42.3037),1014,магматические горные породы
http://www.wikidata.org/entity/Q2894272,Beltxu,Point(-1.04888889 43.15055556),1129,известняк
http://www.wikidata.org/entity/Q2894533,Beljanica,Point(21.69972222 44.11138889),1339,известняк
http://www.wikidata.org/entity/Q2894533,Beljanica,Point(21.709167 44.1185),1339,известняк
http://www.wikidata.org/entity/Q2896322,Benleagh,Point(-6.454103 52.988606),689,гранит
http://www.wikidata.org/entity/Q2899049,Needles,Point(-103.549 43.8369),2121,метаморфическая горная порода
http://www.wikidata.org/entity/Q2899856,Besek Mountain,Point(-72.74593 41.51343),260,магматические горные породы
http://www.wikidata.org/entity/Q2899856,Besek Mountain,Point(-72.745930555 41.513430555),260,магматические горные породы
http://www.wikidata.org/entity/Q2899922,Bessillon,Point(6.08 43.536707),813,осадочная горная порода
http://www.wikidata.org/entity/Q2900633,Джебель-Харун,Point(35.407 30.317),1396,песчаник
http://www.wikidata.org/entity/Q2910270,Bonnet de Prêtre,Point(55.4917 -21.15),1709,вулканические горные породы
http://www.wikidata.org/entity/Q2910270,Bonnet de Prêtre,Point(55.49167 -21.14953),1709,вулканические горные породы
http://www.wikidata.org/entity/Q2923491,Bradley Mountain,Point(-72.837777777 41.6575),679,магматические горные породы
http://www.wikidata.org/entity/Q2923663,Brana,Point(14.587556 46.354906),2259,известняк
http://www.wikidata.org/entity/Q2926036,Bronchard,Point(55.411667 -21.066111),1264,вулканические горные породы
http://www.wikidata.org/entity/Q2926036,Bronchard,Point(55.41182 -21.06575),1264,вулканические горные породы
http://www.wikidata.org/entity/Q3321810,Q3321810,Point(-1.56417 49.3267),129,песчаник
http://www.wikidata.org/entity/Q3321822,Mont Fier,Point(6.00045 46.46198),1282,осадочная горная порода
http://www.wikidata.org/entity/Q3321824,Monte Fionchi,Point(12.76706 42.6666),1337,известняк
http://www.wikidata.org/entity/Q3321824,Monte Fionchi,Point(12.772 42.674),1337,известняк
http://www.wikidata.org/entity/Q3321827,Mont fleuri,Point(6.53361 45.9328),2511,осадочная горная порода
http://www.wikidata.org/entity/Q3321830,Mont Forchat,Point(6.48833 46.2736),1539,осадочная горная порода
http://www.wikidata.org/entity/Q3321831,Monte Forzano,Point(12.5908 42.77),1086,известняк
http://www.wikidata.org/entity/Q3321831,Monte Forzano,Point(12.5686 42.8011),1086,известняк
http://www.wikidata.org/entity/Q3321838,Q3321838,Point(5.40944 46.4753),611,осадочная горная порода
http://www.wikidata.org/entity/Q3321857,Mount Gower,Point(159.072 -31.5903),875,вулканические горные породы
http://www.wikidata.org/entity/Q3321866,Mount Holyoke,Point(-72.586944444 42.300833333),935,магматические горные породы
http://www.wikidata.org/entity/Q3321880,Q3321880,Point(5.72472 45.2047),635,известняк
http://www.wikidata.org/entity/Q3321888,Mont Julioz,Point(6.16056 45.7072),1662,известняк
http://www.wikidata.org/entity/Q3321892,Mont Joigny,Point(5.89777778 45.49166667),1558,известняк
http://www.wikidata.org/entity/Q3321906,Mount Kupe,Point(9.707 4.801),2064,гранит
http://www.wikidata.org/entity/Q3321906,Mount Kupe,Point(9.71222222 4.80944444),2064,гранит
http://www.wikidata.org/entity/Q3321909,Mont Lachat,Point(6.35139 45.9275),2019,известняк
http://www.wikidata.org/entity/Q3321913,Mont Lambert,Point(1.65139 50.7175),189,мел
http://www.wikidata.org/entity/Q3321913,Mont Lambert,Point(1.6513 50.7181),189,мел
http://www.wikidata.org/entity/Q3321918,Mount Lidgbird,Point(159.083333333 -31.566666666),777,вулканические горные породы
http://www.wikidata.org/entity/Q3321942,Monte Martano,Point(12.576 42.783),1094,известняк
http://www.wikidata.org/entity/Q3321942,Monte Martano,Point(12.5675 42.8008),1094,известняк
http://www.wikidata.org/entity/Q3321950,Масим,Point(57.255 53.151944444),1040,метаморфическая горная порода
http://www.wikidata.org/entity/Q3321964,Mont Mukotaka,Point(-134.964 -23.1045),62,вулканические горные породы
http://www.wikidata.org/entity/Q3321964,Mont Mukotaka,Point(-134.964 -23.1045),211,вулканические горные породы
http://www.wikidata.org/entity/Q3321969,Mont Myon,Point(5.398692 46.328488),662,осадочная горная порода
http://www.wikidata.org/entity/Q3321974,Mount Nansen,Point(-137.303 62.1062),1827,Липарит
http://www.wikidata.org/entity/Q3321987,Mount Nonotuck,Point(-72.620277777 42.28),827,магматические горные породы
http://www.wikidata.org/entity/Q3321989,Mount Norwottuck,Point(-72.51 42.305555555),1106,магматические горные породы
http://www.wikidata.org/entity/Q3322000,Mount Olibano,Point(14.1414 40.8244),155,трахит
http://www.wikidata.org/entity/Q3861770,Monte Musinè,Point(7.45444444 45.11388889),1150,Серпентин
http://www.wikidata.org/entity/Q3483937,Silsean,Point(-6.47351 53.091921),698,гранит
http://www.wikidata.org/entity/Q3486391,Skuleberget,Point(18.346438967 63.074750395),295,Рапакиви
http://www.wikidata.org/entity/Q3486619,Sleeping Giant,Point(-72.890767 41.430636),225,магматические горные породы
http://www.wikidata.org/entity/Q3486619,Sleeping Giant,Point(-72.886944444 41.430277777),225,магматические горные породы
http://www.wikidata.org/entity/Q3487377,Soche,Point(-77.58 0.552),3955,Дацит
http://www.wikidata.org/entity/Q3488792,Sodore,Point(39.35 8.433),1765,базальт
http://www.wikidata.org/entity/Q3489488,Nipesotsu-Maruyama Volcanic Group,Point(143.0325 43.4567),2013,вулканические горные породы
http://www.wikidata.org/entity/Q3489900,Sommet de l'Entre-Deux,Point(55.50707 -21.13806),2228,вулканические горные породы
http://www.wikidata.org/entity/Q3489900,Sommet de l'Entre-Deux,Point(55.50707 -21.13806),2352,вулканические горные породы
http://www.wikidata.org/entity/Q3489900,Sommet de l'Entre-Deux,Point(55.5075 -21.1389),2228,вулканические горные породы
http://www.wikidata.org/entity/Q3489900,Sommet de l'Entre-Deux,Point(55.5075 -21.1389),2352,вулканические горные породы
http://www.wikidata.org/entity/Q3492323,Южные горы,Point(34.516666666 -9.166666666),2961,вулканические горные породы
http://www.wikidata.org/entity/Q3861856,Поллино (гора),Point(16.1883 39.9076),2248,известняк
http://www.wikidata.org/entity/Q3861872,Monte Priaforà,Point(11.31888889 45.78694444),1659,осадочная горная порода
http://www.wikidata.org/entity/Q3322008,Monte Olivia,Point(-68.215 -54.765),1470,метаморфическая горная порода
http://www.wikidata.org/entity/Q3322008,Monte Olivia,Point(-68.1738 -54.7497),1470,метаморфическая горная порода
http://www.wikidata.org/entity/Q3322014,Mont Outheran,Point(5.845 45.46583333),1676,известняк
http://www.wikidata.org/entity/Q3322015,Mont Ouzon,Point(6.644444444 46.299722222),1880,осадочная горная порода
http://www.wikidata.org/entity/Q3322022,Monte Patino,Point(13.1406 42.8239),1883,известняк
http://www.wikidata.org/entity/Q3322056,Mont Risoux,Point(6.24222 46.6608),1419,известняк
http://www.wikidata.org/entity/Q3322059,Mont Rivel,Point(5.92639 46.7608),812,известняк
http://www.wikidata.org/entity/Q3322065,Mont Rome,Point(4.61194 46.9028),546,известняк
http://www.wikidata.org/entity/Q3322069,Q3322069,Point(4.84 47.9603),350,осадочная горная порода
http://www.wikidata.org/entity/Q3322086,Mont Sainte-Anne,Point(-64.2397 48.5214),340,Конгломерат
http://www.wikidata.org/entity/Q3322100,Мон-Серэн,Point(5.260833333 44.185277777),1437,известняк
http://www.wikidata.org/entity/Q3322116,Monte Solenne,Point(12.8001 42.65757),1286,известняк
http://www.wikidata.org/entity/Q3322116,Monte Solenne,Point(12.8 42.6581),1286,известняк
http://www.wikidata.org/entity/Q3470262,Saltonstall Mountain,Point(-72.8 41.324),98,магматические горные породы
http://www.wikidata.org/entity/Q3471404,San Diego,Point(-89.480252777 14.271911111),781,базальт
http://www.wikidata.org/entity/Q3475452,Le Schneeberg,Point(7.286788 48.601216),961,песчаник
http://www.wikidata.org/entity/Q3479907,Serra di Burano,Point(12.5817 43.4441),1020,известняк
http://www.wikidata.org/entity/Q3479969,Q3479969,Point(5.24361 44.6608),1195,осадочная горная порода
http://www.wikidata.org/entity/Q3480795,Seven Sisters,Point(-72.5645 42.3038),945,магматические горные породы
http://www.wikidata.org/entity/Q3482518,Short Mountain,Point(-72.8242 41.6025),530,магматические горные породы
http://www.wikidata.org/entity/Q3483447,"Sierra Juárez, Oaxaca",Point(-96.66666667 17.58333333),3250,осадочная горная порода
http://www.wikidata.org/entity/Q3483582,Signal d'Uchon,Point(4.25028 46.8044),681,гранит
http://www.wikidata.org/entity/Q3650080,Кельское плато,Point(44.25 42.45),3736,Дацит
http://www.wikidata.org/entity/Q3650080,Кельское плато,Point(44.36333333 42.52111111),3736,Дацит
http://www.wikidata.org/entity/Q3665091,Церера (гора),Point(16.919722222 79.135277777),1675,гранит
http://www.wikidata.org/entity/Q3665723,Чедвик (гора),Point(16.781388888 79.095),1640,гранит
http://www.wikidata.org/entity/Q3676783,Cima dei Bureloni,Point(11.83201 46.29796),3130,известняк
http://www.wikidata.org/entity/Q3676783,Cima dei Bureloni,Point(11.8316 46.2984),3130,известняк
http://www.wikidata.org/entity/Q3939468,Roche du Chardonnet,Point(6.54889 45.1019),2950,кристаллические сланцы
http://www.wikidata.org/entity/Q3957956,Serra Dolcedorme,Point(16.2159 39.8943),2267,известняк
http://www.wikidata.org/entity/Q5015822,Cabrera (Santa Maria de Corcó),Point(2.407271548 42.075996177),1308,песчаник
http://www.wikidata.org/entity/Q5015822,Cabrera (Santa Maria de Corcó),Point(2.407271548 42.075996177),1308,Мергель
http://www.wikidata.org/entity/Q5034453,Cap de Boumort,Point(1.134683872 42.235009713),2077,известняк
http://www.wikidata.org/entity/Q5034453,Cap de Boumort,Point(1.134683872 42.235009713),2077,Мергель
http://www.wikidata.org/entity/Q5034453,Cap de Boumort,Point(1.134683872 42.235009713),2077,доломит
http://www.wikidata.org/entity/Q5034455,Cap del Verd,Point(1.613706013 42.200814732),2284,известняк
http://www.wikidata.org/entity/Q4521182,Омото (гора),Point(124.18333333 24.42722222),525,гранит
http://www.wikidata.org/entity/Q3695432,Mount Hōō,Point(138.30444444 35.70166667),2840,гранит
http://www.wikidata.org/entity/Q3695461,Mount Kasa,Point(137.55063 36.31568),2897,порфир
http://www.wikidata.org/entity/Q3695461,Mount Kasa,Point(137.61666667 36.31527778),2897,порфир
http://www.wikidata.org/entity/Q3695986,Mount Sobo,Point(131.346944444 32.828055555),1756,гранит
http://www.wikidata.org/entity/Q3697995,Croce Rossa,Point(7.13194 45.2608),3566,серпентинит
http://www.wikidata.org/entity/Q3697995,Croce Rossa,Point(7.13495 45.26103),3566,серпентинит
http://www.wikidata.org/entity/Q3705534,Dents d'Ambin,Point(6.89323 45.1695),3372,метаморфическая горная порода
http://www.wikidata.org/entity/Q5052261,Cathedral Peak,Point(-119.405 37.8477),3326,гранит
http://www.wikidata.org/entity/Q3957966,Serra del Prete,Point(16.2 39.98),2181,известняк
http://www.wikidata.org/entity/Q3999930,Tsanteleina,Point(7.045934 45.47955),3602,мрамор
http://www.wikidata.org/entity/Q5097651,Chilcotin Plateau,Point(-123.416666666 52.166666666),2495,базальт
http://www.wikidata.org/entity/Q5102731,Pointe des Savolaires,Point(7.086027777 46.235361111),2294,осадочная горная порода
http://www.wikidata.org/entity/Q3751950,Сьерра-де-Айльон,Point(-3.43333 41.1667),2272,гранит
http://www.wikidata.org/entity/Q3751950,Сьерра-де-Айльон,Point(-3.43333 41.1667),2272,гнейс
http://www.wikidata.org/entity/Q3751950,Сьерра-де-Айльон,Point(-3.43333 41.1667),2272,аспидный сланец
http://www.wikidata.org/entity/Q3757630,Пик Галилея,Point(17.317777777 79.033888888),1637,гранит
http://www.wikidata.org/entity/Q3773263,Roca Entravessada,Point(1.442189 42.598398),2929,песчаник
http://www.wikidata.org/entity/Q3773263,Roca Entravessada,Point(1.442189 42.598398),2929,lutite
http://www.wikidata.org/entity/Q3776656,La Tossa d'Alp,Point(1.892660876 42.32057505),2536,известняк
http://www.wikidata.org/entity/Q5120045,Costa Pubilla,Point(2.08066391 42.285716936),2056,известняк
http://www.wikidata.org/entity/Q5120045,Costa Pubilla,Point(2.08066391 42.285716936),2056,lutite
http://www.wikidata.org/entity/Q5120047,Cim del Mont-roig,Point(1.1768 42.7108),2864,песчаник
http://www.wikidata.org/entity/Q5120047,Cim del Mont-roig,Point(1.1768 42.7108),2864,lutite
http://www.wikidata.org/entity/Q5120896,Mount Nokogiri,Point(139.840833333 35.160277777),329.4,вулканический туф
http://www.wikidata.org/entity/Q5131098,Puig de l'Àliga (Sant Pere de Torelló),Point(2.349317748 42.109015134),1344,песчаник
http://www.wikidata.org/entity/Q5131098,Puig de l'Àliga (Sant Pere de Torelló),Point(2.349317748 42.109015134),1344,Мергель
http://www.wikidata.org/entity/Q5131098,Puig de l'Àliga (Sant Pere de Torelló),Point(2.349317748 42.109015134),1344,Конгломерат
http://www.wikidata.org/entity/Q5150470,Coma del Clot,Point(2.185278 42.396667),2739,кристаллические сланцы
http://www.wikidata.org/entity/Q5150470,Coma del Clot,Point(2.185278 42.396667),2739,мрамор
http://www.wikidata.org/entity/Q5150470,Coma del Clot,Point(2.185278 42.396667),2739,гнейс
http://www.wikidata.org/entity/Q5150472,Comabona,Point(1.72723092 42.283725664),2548,известняк
http://www.wikidata.org/entity/Q5325192,Eagle Peak,Point(-119.615 37.746),7783,гранит
http://www.wikidata.org/entity/Q5184752,Creu de Santos,Point(0.586018857 40.940688749),942,доломит
http://www.wikidata.org/entity/Q4095861,Брат (гора),Point(133.01883 42.85916),242,известняк
http://www.wikidata.org/entity/Q5194697,Curecanti Needle,Point(-107.414 38.4489),7739,гранит
http://www.wikidata.org/entity/Q5259383,Dent du Lan,Point(6.77480556 46.34711111),2087,осадочная горная порода
http://www.wikidata.org/entity/Q4818852,Atwell Peak,Point(-123.009 49.8411),2655,Дацит
http://www.wikidata.org/entity/Q4694562,Aguja Saint Exupery,Point(-73.03825 -49.288472222),2558,гранит
http://www.wikidata.org/entity/Q4750906,Anahim Volcanic Belt,Point(-125.833333333 52.666666666),2410,базальт
http://www.wikidata.org/entity/Q5351039,El Cogul,Point(1.639453291 42.110034681),1526,Конгломерат
http://www.wikidata.org/entity/Q5351076,El Coscollet,Point(1.267512826 42.114143955),1610,известняк
http://www.wikidata.org/entity/Q5351265,El Far,Point(2.536638709 42.020840819),1124,известняк
http://www.wikidata.org/entity/Q5351613,El Moixer,Point(2.73015 42.42278),1443,кристаллические сланцы
http://www.wikidata.org/entity/Q5351613,El Moixer,Point(2.73015 42.42278),1443,мрамор
http://www.wikidata.org/entity/Q5351613,El Moixer,Point(2.73015 42.42278),1443,гнейс
http://www.wikidata.org/entity/Q5351683,El Negrell,Point(0.227329062 40.734157037),1345,доломит
http://www.wikidata.org/entity/Q5352208,El Sui,Point(2.345652 41.749114),1319,Филлит
http://www.wikidata.org/entity/Q5352208,El Sui,Point(2.345652 41.749114),1319,роговик
http://www.wikidata.org/entity/Q5357043,Mount E,Point(141.16611111 41.80472222),618,андезит
http://www.wikidata.org/entity/Q5367368,Els Munts,Point(2.153281215 42.078726342),1057,песчаник
http://www.wikidata.org/entity/Q5367368,Els Munts,Point(2.153281215 42.078726342),1057,Мергель
http://www.wikidata.org/entity/Q5367368,Els Munts,Point(2.153281215 42.078726342),1057,Конгломерат
http://www.wikidata.org/entity/Q4143432,Гора Карпинского,Point(60.191911111 65.064436111),1803.4,кварцит
http://www.wikidata.org/entity/Q4143432,Гора Карпинского,Point(60.191911111 65.064436111),1803.4,сланцы
http://www.wikidata.org/entity/Q4202646,Иодзан,Point(145.165278 44.130833),1562,андезит
http://www.wikidata.org/entity/Q4202646,Иодзан,Point(145.165278 44.130833),1563,андезит
http://www.wikidata.org/entity/Q4202646,Иодзан,Point(145.161111111 44.133333333),1562,андезит
http://www.wikidata.org/entity/Q4202646,Иодзан,Point(145.161111111 44.133333333),1563,андезит
http://www.wikidata.org/entity/Q4244751,Кузгунташ,Point(58.365833333 53.109722222),987,вулканические горные породы
http://www.wikidata.org/entity/Q4244751,Кузгунташ,Point(58.366944444 53.108888888),987,вулканические горные породы
http://www.wikidata.org/entity/Q4850026,Balandrau,Point(2.219565879 42.370106555),2585,кристаллические сланцы
http://www.wikidata.org/entity/Q4850026,Balandrau,Point(2.219565879 42.370106555),2585,мрамор
http://www.wikidata.org/entity/Q4850026,Balandrau,Point(2.219565879 42.370106555),2585,гнейс
http://www.wikidata.org/entity/Q4884080,Bellmunt,Point(2.293750275 42.101535471),1248,песчаник
http://www.wikidata.org/entity/Q4884080,Bellmunt,Point(2.293750275 42.101535471),1248,ил
http://www.wikidata.org/entity/Q4887373,Lo Corrunco,Point(0.828503168 42.46212408),2543,известняк
http://www.wikidata.org/entity/Q4887373,Lo Corrunco,Point(0.828503168 42.46212408),2543,аспидный сланец
http://www.wikidata.org/entity/Q4889555,Comanegra,Point(2.527760928 42.333307252),1557,Мергель
http://www.wikidata.org/entity/Q4892698,Pic de Costa Cabirolera,Point(1.670418 42.281459),2604,известняк
http://www.wikidata.org/entity/Q4893362,Turó de l'Home,Point(2.434813 41.776488),1706,Филлит
http://www.wikidata.org/entity/Q4893362,Turó de l'Home,Point(2.434813 41.776488),1706,роговик
http://www.wikidata.org/entity/Q4894784,Puig de Bassegoda,Point(2.630728208 42.312799842),1373,известняк
http://www.wikidata.org/entity/Q4894784,Puig de Bassegoda,Point(2.630728208 42.312799842),1373,доломит
http://www.wikidata.org/entity/Q4895920,Montcau,Point(2.004626876 41.675041266),1057,Конгломерат
