mountain,mountainLabel,area,countryLabel,rockMaterialLabel
http://www.wikidata.org/entity/Q59194842,Armesberg E von Altensteinreuth,10000,Германия,
http://www.wikidata.org/entity/Q59244804,Buchberg NE von Schleching,10,Германия,
http://www.wikidata.org/entity/Q59245165,Weißberg NE von Hangenham,3000,Германия,
http://www.wikidata.org/entity/Q59245167,Geiersberg bei Deggendorf,100000,Германия,
http://www.wikidata.org/entity/Q59267558,Oberer Riedberg W von Stoffersberg,60000,Германия,
http://www.wikidata.org/entity/Q59287754,Umlaufberg Achtelsberg NW von Hafenlohr,1500000,Германия,
http://www.wikidata.org/entity/Q59287756,Köstlerberg (Inselberg) SW von Trebgast,30000,Германия,
http://www.wikidata.org/entity/Q59287757,Umlaufberg NNE von Faulbach,935000,Германия,
http://www.wikidata.org/entity/Q59287759,Umlaufberg Roßkopf E von Ebersberg,18000,Германия,
http://www.wikidata.org/entity/Q59287760,Konnsberg E von Konnersreuth,35000,Германия,
http://www.wikidata.org/entity/Q59287761,Vulkanschlot Lösershag SE von Oberbach,160000,Германия,
http://www.wikidata.org/entity/Q59287762,Gulgberg W von Pleußen,1000000,Германия,
http://www.wikidata.org/entity/Q59287763,Umlaufberg Katzenbuckel,15600,Германия,
http://www.wikidata.org/entity/Q61077697,Mount Ahır,344.85,Турция,
http://www.wikidata.org/entity/Q64075367,Montaña de Agüimes,256.17139,Испания,
http://www.wikidata.org/entity/Q65207541,Q65207541,634,Украина,
http://www.wikidata.org/entity/Q65770371,Mont Myrrha,10,Франция,песчаник
http://www.wikidata.org/entity/Q111796817,Weinberg Walzig,20565,Германия,
http://www.wikidata.org/entity/Q112584892,Сосновая гора,639,Россия,
http://www.wikidata.org/entity/Q112654958,Гора Большая Ичка,175,Казахстан,
http://www.wikidata.org/entity/Q105784114,Верх-Исетский массив,1800,Россия,
http://www.wikidata.org/entity/Q105994188,Weinberg Klietznick,0.13,Германия,
http://www.wikidata.org/entity/Q105994188,Weinberg Klietznick,2.7,Германия,
http://www.wikidata.org/entity/Q106729438,Q106729438,0.05,Украина,
http://www.wikidata.org/entity/Q107119310,Totenberg,13934,Германия,
http://www.wikidata.org/entity/Q107332637,Bockberg im Klosterholz,7771,Германия,
http://www.wikidata.org/entity/Q113289473,Hòn Sóc mountain,100,Вьетнам,гранит
http://www.wikidata.org/entity/Q116381652,Гора Альян,100,Россия,
http://www.wikidata.org/entity/Q116413810,Q116413810,1400,Россия,
http://www.wikidata.org/entity/Q119204927,Q119204927,5,Германия,
http://www.wikidata.org/entity/Q119287209,Q119287209,3.09,Германия,
http://www.wikidata.org/entity/Q119287590,Q119287590,2.05,Германия,
http://www.wikidata.org/entity/Q119403742,Q119403742,3.69,Германия,
http://www.wikidata.org/entity/Q119404497,Q119404497,1.46,Германия,
http://www.wikidata.org/entity/Q119405053,Q119405053,0.31,Германия,
http://www.wikidata.org/entity/Q119405268,Q119405268,0.83,Германия,
http://www.wikidata.org/entity/Q126183082,Kumgangsan,530,КНДР,
http://www.wikidata.org/entity/Q125153123,Q125153123,1,Франция,
http://www.wikidata.org/entity/Q125796797,Q125796797,3.1,Германия,
http://www.wikidata.org/entity/Q135978381,Mount Birah,1589.02,Индонезия,
